a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,age,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,target
Non,1,5,23,1,Transformation Digitale,Occasionnel,5,2,2,2,3,4,3,4,Non,27,Marié(e),Commercial,Représentant Commercial,1,9,0
Non,0,3,6,1,Transformation Digitale,Occasionnel,0,4,2,1,2,4,3,3,Non,29,Marié(e),Ressources Humaines,Ressources Humaines,1,1,0
Non,0,2,6,3,Transformation Digitale,Occasionnel,6,1,2,5,3,4,3,3,Non,43,Marié(e),Consulting,Senior Manager,7,16,0
Non,0,3,10,3,Infra & Cloud,Occasionnel,12,4,2,5,2,4,3,3,Non,48,Marié(e),Consulting,Directeur Technique,4,22,0
Oui,0,3,24,2,Infra & Cloud,Frequent,1,4,2,1,4,2,2,4,Oui,29,Célibataire,Consulting,Assistant de Direction,1,1,1
Oui,3,2,10,3,Infra & Cloud,Occasionnel,0,3,3,3,2,3,3,4,Non,46,Marié(e),Commercial,Cadre Commercial,5,8,1
Non,1,2,15,3,Infra & Cloud,Frequent,7,4,2,1,1,4,2,3,Non,27,Marié(e),Consulting,Assistant de Direction,0,7,0
Non,3,2,19,4,Autre,Occasionnel,2,4,3,2,4,2,3,3,Non,39,Divorcé(e),Consulting,Assistant de Direction,8,2,0
Non,1,2,2,4,Entrepreunariat,Occasionnel,0,2,2,1,4,2,4,4,Non,55,Marié(e),Consulting,Assistant de Direction,8,5,0
Non,1,3,3,3,Transformation Digitale,Occasionnel,0,2,3,1,2,4,3,3,Non,28,Marié(e),Commercial,Représentant Commercial,1,1,0
Oui,0,3,9,3,Transformation Digitale,Occasionnel,0,2,3,1,4,3,2,3,Non,30,Célibataire,Commercial,Représentant Commercial,1,1,1
Oui,0,2,7,1,Infra & Cloud,Occasionnel,0,4,3,1,2,1,3,4,Oui,22,Célibataire,Consulting,Assistant de Direction,1,1,1
Non,1,4,10,4,Entrepreunariat,Occasionnel,1,2,2,2,3,1,3,3,Oui,36,Marié(e),Commercial,Cadre Commercial,1,10,0
Non,1,2,20,3,Infra & Cloud,Occasionnel,0,2,3,2,3,1,3,3,Non,31,Divorcé(e),Consulting,Consultant,1,10,0
Non,3,3,4,3,Infra & Cloud,Occasionnel,1,3,3,3,4,4,3,3,Oui,34,Marié(e),Commercial,Cadre Commercial,2,5,0
Non,0,2,7,3,Infra & Cloud,Occasionnel,1,4,3,1,1,2,3,3,Non,29,Célibataire,Consulting,Consultant,3,3,0
Non,1,2,7,4,Transformation Digitale,Occasionnel,0,4,3,2,1,3,3,4,Oui,37,Marié(e),Consulting,Assistant de Direction,5,5,0
Non,0,2,16,2,Autre,Occasionnel,0,4,2,2,2,4,3,3,Oui,35,Marié(e),Consulting,Tech Lead,0,3,0
Non,2,2,25,2,Infra & Cloud,Occasionnel,3,2,2,2,4,4,2,3,Non,45,Marié(e),Consulting,Tech Lead,0,9,0
Non,0,2,2,1,Ressources Humaines,Frequent,0,2,2,2,4,4,2,4,Non,36,Célibataire,Ressources Humaines,Ressources Humaines,1,10,0
Non,1,3,1,4,Infra & Cloud,Occasionnel,11,1,3,4,1,1,3,3,Non,40,Divorcé(e),Consulting,Senior Manager,2,19,0
Non,1,3,1,2,Infra & Cloud,Occasionnel,1,2,2,1,3,3,2,3,Oui,26,Marié(e),Consulting,Assistant de Direction,1,1,0
Non,0,5,2,2,Transformation Digitale,Occasionnel,0,1,4,2,3,2,2,3,Non,27,Célibataire,Commercial,Cadre Commercial,0,8,0
Non,1,3,22,3,Transformation Digitale,Frequent,4,4,3,4,4,2,3,3,Non,48,Divorcé(e),Consulting,Senior Manager,3,22,0
Non,1,5,1,4,Infra & Cloud,Occasionnel,2,2,4,2,1,4,3,3,Non,44,Marié(e),Consulting,Manager,2,2,0
Oui,1,2,16,4,Entrepreunariat,Aucun,3,4,1,1,1,2,3,4,Oui,34,Marié(e),Consulting,Assistant de Direction,1,5,1
Oui,0,3,24,2,Infra & Cloud,Occasionnel,1,1,3,1,4,4,3,3,Non,56,Célibataire,Consulting,Consultant,1,4,1
Non,2,1,17,2,Marketing,Occasionnel,1,3,2,2,2,3,1,3,Non,36,Marié(e),Commercial,Cadre Commercial,2,4,0
Non,1,3,8,3,Marketing,Occasionnel,1,3,3,2,2,3,3,4,Non,41,Marié(e),Commercial,Cadre Commercial,5,5,0
Non,1,3,6,3,Transformation Digitale,Occasionnel,5,3,3,3,1,2,4,3,Non,42,Marié(e),Consulting,Directeur Technique,9,13,0
Non,1,2,10,2,Transformation Digitale,Occasionnel,1,3,3,2,4,4,3,3,Oui,31,Divorcé(e),Commercial,Cadre Commercial,2,5,0
Non,0,3,3,1,Transformation Digitale,Occasionnel,0,4,2,2,4,3,2,3,Oui,34,Marié(e),Commercial,Cadre Commercial,3,4,0
Non,1,0,4,3,Transformation Digitale,Occasionnel,2,1,4,1,3,2,2,3,Non,31,Divorcé(e),Consulting,Consultant,8,2,0
Non,1,3,6,3,Autre,Frequent,7,3,4,1,4,1,3,3,Non,26,Marié(e),Consulting,Consultant,0,7,0
Non,0,3,1,4,Transformation Digitale,Frequent,0,2,3,2,3,3,3,3,Non,45,Célibataire,Consulting,Manager,4,4,0
Non,0,2,10,4,Marketing,Occasionnel,0,2,3,2,3,2,2,3,Non,33,Célibataire,Commercial,Cadre Commercial,1,10,0
Non,1,2,1,2,Infra & Cloud,Frequent,0,3,2,2,4,3,3,3,Oui,28,Marié(e),Commercial,Cadre Commercial,1,7,0
Oui,0,3,24,3,Entrepreunariat,Frequent,0,3,4,1,1,4,3,3,Non,29,Célibataire,Commercial,Représentant Commercial,1,1,1
Non,1,1,21,4,Infra & Cloud,Aucun,1,1,1,2,3,3,3,3,Non,39,Marié(e),Commercial,Cadre Commercial,6,3,0
Non,1,3,2,4,Entrepreunariat,Occasionnel,1,2,3,1,2,3,2,3,Non,27,Marié(e),Consulting,Assistant de Direction,1,5,0
Non,0,3,22,4,Autre,Frequent,6,3,2,2,4,2,3,3,Oui,34,Marié(e),Consulting,Assistant de Direction,1,15,0
Oui,0,0,13,2,Marketing,Occasionnel,2,4,3,2,3,4,3,3,Oui,28,Célibataire,Commercial,Cadre Commercial,3,2,1
Non,1,4,14,4,Entrepreunariat,Aucun,1,3,3,2,2,3,4,3,Non,47,Marié(e),Consulting,Assistant de Direction,8,8,0
Non,1,3,11,5,Marketing,Occasionnel,0,4,2,2,1,3,3,3,Non,56,Marié(e),Commercial,Cadre Commercial,4,0,0
Non,1,3,9,2,Transformation Digitale,Occasionnel,7,1,3,2,1,4,3,4,Non,39,Marié(e),Consulting,Tech Lead,1,10,0
Non,1,3,8,3,Transformation Digitale,Frequent,0,4,2,2,2,3,3,3,Oui,38,Divorcé(e),Consulting,Assistant de Direction,1,20,0
Non,1,2,21,3,Infra & Cloud,Occasionnel,0,4,3,4,4,3,2,3,Oui,58,Marié(e),Commercial,Senior Manager,4,1,0
Oui,0,2,5,2,Infra & Cloud,Frequent,0,1,4,1,3,1,3,3,Oui,32,Célibataire,Consulting,Assistant de Direction,3,4,1
Non,2,0,9,2,Infra & Cloud,Occasionnel,0,2,3,1,4,4,4,3,Non,38,Divorcé(e),Consulting,Assistant de Direction,2,5,0
Non,0,3,2,1,Infra & Cloud,Frequent,4,2,3,5,4,4,3,3,Non,49,Marié(e),Consulting,Directeur Technique,3,5,0
Non,2,4,12,4,Marketing,Occasionnel,0,2,3,2,4,3,3,3,Oui,42,Divorcé(e),Commercial,Cadre Commercial,3,0,0
Oui,0,2,22,3,Ressources Humaines,Frequent,0,1,2,1,2,1,3,3,Non,27,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1
Non,1,2,18,4,Transformation Digitale,Occasionnel,0,2,3,2,1,4,1,3,Non,35,Marié(e),Commercial,Cadre Commercial,0,5,0
Non,0,3,16,3,Transformation Digitale,Aucun,1,3,3,1,3,3,2,3,Non,28,Célibataire,Consulting,Assistant de Direction,1,5,0
Non,1,3,3,2,Transformation Digitale,Aucun,2,3,3,1,1,4,4,3,Oui,31,Divorcé(e),Consulting,Assistant de Direction,1,4,0
Non,0,3,9,4,Infra & Cloud,Aucun,0,1,4,1,2,2,3,4,Non,36,Marié(e),Consulting,Consultant,1,5,0
Non,0,3,1,3,Marketing,Occasionnel,2,1,3,3,4,1,2,4,Non,34,Célibataire,Commercial,Cadre Commercial,1,14,0
Non,1,2,13,4,Transformation Digitale,Occasionnel,1,4,3,3,3,3,2,3,Non,34,Divorcé(e),Commercial,Cadre Commercial,1,8,0
Non,0,6,1,3,Transformation Digitale,Occasionnel,7,3,3,1,1,4,2,3,Non,26,Célibataire,Consulting,Consultant,0,7,0
Non,1,5,1,3,Infra & Cloud,Occasionnel,0,1,3,2,1,1,2,3,Non,29,Marié(e),Consulting,Manager,0,5,0
Non,1,6,15,4,Transformation Digitale,Aucun,1,3,3,2,4,2,3,3,Non,32,Divorcé(e),Consulting,Manager,5,5,0
Non,0,6,1,3,Infra & Cloud,Frequent,8,4,1,2,1,2,3,4,Non,31,Marié(e),Consulting,Assistant de Direction,1,10,0
Oui,1,2,17,3,Entrepreunariat,Occasionnel,0,3,2,1,4,1,2,3,Non,28,Divorcé(e),Consulting,Consultant,5,4,1
Non,0,3,1,3,Infra & Cloud,Occasionnel,0,1,2,1,1,1,2,3,Non,38,Célibataire,Commercial,Représentant Commercial,4,1,0
Non,0,2,7,4,Infra & Cloud,Occasionnel,0,3,3,2,4,4,3,3,Oui,35,Marié(e),Commercial,Cadre Commercial,1,10,0
Non,0,5,9,3,Marketing,Occasionnel,0,4,3,2,4,1,3,3,Non,27,Célibataire,Commercial,Cadre Commercial,1,7,0
Non,0,1,5,4,Infra & Cloud,Occasionnel,0,4,2,2,4,2,3,4,Non,32,Célibataire,Consulting,Tech Lead,8,1,0
Oui,0,4,26,4,Marketing,Frequent,0,1,3,2,4,3,3,3,Oui,31,Marié(e),Commercial,Cadre Commercial,1,10,1
Oui,0,2,24,4,Infra & Cloud,Occasionnel,2,1,3,3,1,2,2,3,Oui,53,Célibataire,Commercial,Cadre Commercial,6,2,1
Non,2,6,9,2,Infra & Cloud,Occasionnel,2,1,3,2,3,3,2,3,Non,54,Marié(e),Consulting,Assistant de Direction,3,4,0
Non,3,2,7,2,Infra & Cloud,Frequent,2,4,3,2,3,3,3,4,Non,33,Divorcé(e),Consulting,Manager,1,9,0
Non,1,1,11,3,Infra & Cloud,Occasionnel,0,1,3,3,3,2,3,3,Non,43,Marié(e),Consulting,Manager,1,10,0
Non,1,2,1,4,Autre,Frequent,1,4,3,1,2,2,3,3,Oui,38,Marié(e),Ressources Humaines,Ressources Humaines,0,6,0
Non,1,0,26,4,Ressources Humaines,Occasionnel,1,3,4,5,2,1,3,3,Oui,55,Marié(e),Ressources Humaines,Senior Manager,4,10,0
Non,3,4,2,1,Transformation Digitale,Occasionnel,0,4,1,1,4,3,3,3,Oui,31,Divorcé(e),Consulting,Consultant,1,1,0
Non,0,3,15,4,Marketing,Occasionnel,11,2,3,4,1,1,3,3,Non,39,Célibataire,Commercial,Cadre Commercial,0,20,0
Non,0,2,23,2,Infra & Cloud,Aucun,3,4,2,2,3,4,3,3,Non,42,Célibataire,Consulting,Assistant de Direction,1,20,0
Non,1,2,10,3,Transformation Digitale,Aucun,4,3,3,3,3,3,4,4,Non,31,Marié(e),Consulting,Directeur Technique,4,11,0
Non,0,3,10,3,Transformation Digitale,Occasionnel,1,3,3,2,1,4,3,3,Oui,54,Célibataire,Consulting,Tech Lead,6,5,0
Non,0,2,1,2,Infra & Cloud,Occasionnel,1,2,2,2,3,2,2,3,Non,24,Célibataire,Consulting,Manager,1,4,0
Non,0,6,12,2,Autre,Occasionnel,1,4,3,1,4,3,4,3,Non,23,Célibataire,Consulting,Consultant,1,5,0
Non,1,2,11,3,Entrepreunariat,Frequent,9,4,3,2,3,1,4,3,Non,40,Marié(e),Consulting,Consultant,1,10,0
Non,1,4,2,2,Marketing,Occasionnel,5,2,3,2,2,3,3,3,Non,40,Marié(e),Commercial,Cadre Commercial,3,11,0
Non,0,3,2,3,Ressources Humaines,Occasionnel,1,3,3,1,2,3,3,3,Non,25,Marié(e),Ressources Humaines,Ressources Humaines,4,2,0
Non,0,6,1,2,Transformation Digitale,Occasionnel,1,4,3,1,2,3,2,3,Non,30,Marié(e),Consulting,Consultant,1,12,0
Non,1,2,2,1,Autre,Occasionnel,0,4,3,1,3,3,2,3,Oui,25,Divorcé(e),Consulting,Consultant,6,2,0
Non,0,3,25,3,Transformation Digitale,Occasionnel,12,1,3,3,3,2,3,4,Non,47,Célibataire,Consulting,Manager,2,17,0
Non,3,2,1,2,Transformation Digitale,Aucun,0,2,2,1,3,3,2,3,Non,33,Divorcé(e),Consulting,Consultant,1,1,0
Non,2,3,1,4,Infra & Cloud,Occasionnel,5,4,3,2,2,1,3,3,Non,38,Marié(e),Commercial,Cadre Commercial,0,15,0
Non,1,1,2,2,Infra & Cloud,Occasionnel,1,1,3,1,3,3,3,3,Non,31,Marié(e),Commercial,Représentant Commercial,0,2,0
Non,1,1,6,4,Infra & Cloud,Frequent,7,1,2,2,3,4,3,3,Non,38,Marié(e),Consulting,Tech Lead,2,8,0
Non,1,3,18,4,Infra & Cloud,Occasionnel,1,4,3,2,1,3,2,3,Oui,42,Divorcé(e),Consulting,Assistant de Direction,6,4,0
Non,1,3,1,3,Infra & Cloud,Occasionnel,1,4,3,1,4,1,3,4,Non,41,Marié(e),Consulting,Assistant de Direction,3,5,0
Non,2,3,1,1,Transformation Digitale,Aucun,5,3,3,3,2,1,1,3,Non,47,Marié(e),Consulting,Directeur Technique,0,13,0
Non,1,3,11,4,Transformation Digitale,Occasionnel,2,4,3,1,3,3,3,3,Oui,35,Marié(e),Consulting,Consultant,7,2,0
Non,0,2,1,2,Infra & Cloud,Occasionnel,1,4,3,1,3,4,4,3,Non,22,Célibataire,Consulting,Assistant de Direction,0,3,0
Non,0,5,9,4,Transformation Digitale,Occasionnel,0,2,3,2,3,2,3,3,Non,35,Célibataire,Consulting,Assistant de Direction,1,10,0
Non,1,6,15,2,Transformation Digitale,Occasionnel,8,2,3,2,4,1,3,3,Oui,33,Marié(e),Consulting,Manager,0,9,0
Non,0,3,29,4,Infra & Cloud,Occasionnel,4,3,2,1,2,3,3,3,Non,32,Célibataire,Consulting,Consultant,1,6,0
Non,2,3,1,4,Infra & Cloud,Occasionnel,0,1,3,1,4,3,2,3,Non,40,Marié(e),Consulting,Consultant,8,1,0
Non,1,2,1,4,Transformation Digitale,Occasionnel,2,2,2,1,2,2,3,3,Non,32,Marié(e),Commercial,Représentant Commercial,0,2,0
Non,0,2,24,1,Infra & Cloud,Occasionnel,1,1,3,2,4,1,3,3,Non,39,Célibataire,Consulting,Assistant de Direction,7,7,0
Non,1,3,10,3,Transformation Digitale,Occasionnel,1,2,1,3,3,1,3,3,Non,38,Marié(e),Consulting,Directeur Technique,3,18,0
Non,2,3,1,4,Marketing,Occasionnel,5,3,3,3,4,3,3,3,Non,32,Marié(e),Commercial,Cadre Commercial,1,14,0
Non,1,2,10,3,Infra & Cloud,Occasionnel,6,3,4,3,4,1,3,4,Oui,37,Marié(e),Consulting,Directeur Technique,1,16,0
Non,1,3,8,2,Autre,Occasionnel,0,1,3,2,3,2,2,4,Oui,25,Divorcé(e),Commercial,Cadre Commercial,0,5,0
Non,2,3,29,4,Infra & Cloud,Aucun,0,1,3,1,4,2,2,3,Non,52,Divorcé(e),Commercial,Représentant Commercial,2,9,0
Non,0,2,1,3,Transformation Digitale,Occasionnel,1,2,3,1,4,3,3,3,Oui,44,Célibataire,Consulting,Assistant de Direction,6,4,0
Non,0,6,5,1,Transformation Digitale,Occasionnel,1,3,3,1,1,4,3,3,Oui,21,Célibataire,Commercial,Représentant Commercial,1,2,0
Non,0,3,9,3,Infra & Cloud,Aucun,1,4,3,5,4,3,2,3,Non,39,Célibataire,Consulting,Senior Manager,2,6,0
Oui,1,3,9,3,Marketing,Frequent,1,4,3,1,1,1,2,3,Non,23,Marié(e),Commercial,Représentant Commercial,1,1,1
Non,2,2,3,3,Transformation Digitale,Occasionnel,3,1,2,3,4,3,3,3,Non,36,Marié(e),Commercial,Cadre Commercial,0,9,0
Non,3,3,4,2,Infra & Cloud,Frequent,0,4,3,2,2,2,3,3,Non,36,Divorcé(e),Consulting,Tech Lead,7,4,0
Non,1,2,1,4,Infra & Cloud,Aucun,1,3,3,2,3,1,2,4,Non,56,Divorcé(e),Consulting,Manager,1,13,0
Oui,3,3,1,4,Transformation Digitale,Occasionnel,2,1,3,1,4,2,4,3,Oui,29,Marié(e),Consulting,Assistant de Direction,9,2,1
Non,0,2,2,3,Infra & Cloud,Occasionnel,4,1,3,5,3,1,2,3,Non,42,Marié(e),Consulting,Senior Manager,5,22,0
Oui,1,4,7,2,Entrepreunariat,Occasionnel,9,4,3,1,3,4,1,3,Non,56,Marié(e),Consulting,Consultant,8,10,1
Non,1,3,28,4,Infra & Cloud,Occasionnel,0,1,2,4,2,3,3,4,Non,41,Marié(e),Consulting,Tech Lead,0,20,0
Non,2,2,28,3,Marketing,Occasionnel,1,4,2,2,3,4,3,4,Non,34,Marié(e),Commercial,Cadre Commercial,1,8,0
Non,1,4,15,4,Marketing,Aucun,11,4,1,2,4,1,2,4,Non,36,Divorcé(e),Commercial,Cadre Commercial,1,15,0
Non,1,5,3,3,Infra & Cloud,Occasionnel,0,3,2,2,2,3,3,3,Non,41,Divorcé(e),Commercial,Cadre Commercial,2,5,0
Non,0,4,2,3,Entrepreunariat,Occasionnel,1,4,3,1,1,4,3,3,Non,32,Célibataire,Consulting,Assistant de Direction,1,4,0
Non,0,2,26,4,Infra & Cloud,Occasionnel,1,3,3,3,4,3,3,3,Oui,35,Célibataire,Ressources Humaines,Ressources Humaines,1,9,0
Non,1,1,10,2,Infra & Cloud,Occasionnel,1,1,3,2,4,3,3,3,Non,38,Marié(e),Commercial,Cadre Commercial,1,10,0
Oui,2,3,1,4,Infra & Cloud,Frequent,0,2,3,2,3,4,3,3,Non,50,Divorcé(e),Commercial,Cadre Commercial,7,6,1
Non,1,2,11,4,Marketing,Occasionnel,0,2,2,2,4,1,2,3,Non,36,Marié(e),Commercial,Cadre Commercial,4,6,0
Non,0,3,20,3,Infra & Cloud,Occasionnel,0,4,3,2,3,3,3,3,Non,45,Célibataire,Commercial,Cadre Commercial,8,5,0
Non,0,2,2,4,Infra & Cloud,Occasionnel,2,3,2,1,3,4,3,3,Non,40,Célibataire,Consulting,Assistant de Direction,2,2,0
Non,2,2,18,4,Infra & Cloud,Frequent,0,3,3,2,3,4,4,3,Oui,35,Marié(e),Consulting,Manager,1,10,0
Non,3,2,2,4,Transformation Digitale,Occasionnel,0,3,3,1,3,2,3,3,Non,40,Marié(e),Consulting,Assistant de Direction,2,5,0
Non,1,5,1,4,Infra & Cloud,Occasionnel,1,3,1,1,4,4,3,3,Non,35,Marié(e),Consulting,Assistant de Direction,1,4,0
Non,1,2,13,2,Autre,Occasionnel,0,4,2,2,2,1,3,3,Oui,29,Marié(e),Consulting,Consultant,4,4,0
Non,0,3,28,4,Transformation Digitale,Occasionnel,0,4,2,1,1,2,1,3,Non,29,Célibataire,Consulting,Assistant de Direction,1,5,0
Oui,1,3,28,3,Marketing,Occasionnel,2,4,2,3,1,2,3,3,Oui,50,Divorcé(e),Commercial,Cadre Commercial,4,3,1
Non,1,2,24,1,Marketing,Occasionnel,9,2,2,4,4,1,2,3,Non,39,Marié(e),Commercial,Cadre Commercial,0,20,0
Non,0,2,5,3,Transformation Digitale,Aucun,1,2,3,2,1,2,3,3,Non,31,Célibataire,Consulting,Tech Lead,0,9,0
Non,0,2,5,3,Autre,Occasionnel,0,4,2,1,3,4,3,3,Non,26,Célibataire,Commercial,Représentant Commercial,0,4,0
Non,1,3,23,2,Transformation Digitale,Frequent,0,3,4,2,4,3,3,3,Non,36,Marié(e),Consulting,Consultant,4,5,0
Non,1,5,6,1,Transformation Digitale,Occasionnel,1,4,2,3,1,1,3,3,Non,39,Marié(e),Consulting,Manager,4,7,0
Non,1,0,4,3,Infra & Cloud,Occasionnel,0,2,4,2,2,2,3,4,Oui,27,Marié(e),Consulting,Tech Lead,1,6,0
Non,0,3,2,3,Transformation Digitale,Frequent,0,4,2,2,2,4,2,3,Non,49,Marié(e),Commercial,Cadre Commercial,2,9,0
Non,0,3,8,3,Transformation Digitale,Occasionnel,1,2,4,2,3,1,4,3,Non,34,Marié(e),Consulting,Consultant,2,4,0
